,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8102,17.0,5.0,134.0,43920.0,29100.0,56.0,291.0,150.9278350515464,6.872852233676977,20.0,83.0
8103,17.0,5.0,135.0,45950.0,28200.0,56.0,282.0,162.94326241134752,7.446808510638298,21.0,84.0
8104,17.0,5.0,136.0,39220.0,28200.0,56.0,282.0,139.07801418439718,6.382978723404255,18.0,85.0
8105,17.0,5.0,137.0,38990.0,23900.0,56.0,239.0,163.13807531380752,7.531380753138076,18.0,86.0
8106,17.0,5.0,138.0,38360.0,25200.0,56.0,252.0,152.22222222222226,7.5396825396825395,19.0,87.0
8107,17.0,5.0,139.0,33180.0,22700.0,56.0,227.0,146.16740088105723,7.488986784140969,17.0,88.0
8108,17.0,5.0,140.0,40540.0,22400.0,56.0,224.0,180.98214285714283,8.482142857142858,19.0,89.0
8109,17.0,5.0,141.0,28410.0,20100.0,56.0,201.0,141.34328358208955,6.965174129353233,14.0,90.0
8110,17.0,5.0,142.0,33030.0,20400.0,56.0,204.0,161.91176470588238,7.84313725490196,16.0,91.0
8111,17.0,5.0,143.0,30650.0,20500.0,56.0,205.0,149.51219512195118,7.317073170731707,15.0,92.0
8112,17.0,5.0,144.0,27800.0,17000.0,56.0,170.0,163.52941176470586,8.235294117647058,14.0,93.0
8113,17.0,5.0,145.0,30650.0,18800.0,56.0,188.0,163.031914893617,7.978723404255319,15.0,94.0
8195,17.0,6.0,128.0,60190.0,50200.0,56.0,502.0,119.90039840637449,5.577689243027887,28.0,77.0
8196,17.0,6.0,129.0,53260.0,47400.0,56.0,474.0,112.36286919831223,5.274261603375527,25.0,78.0
8197,17.0,6.0,130.0,62630.0,45600.0,56.0,456.0,137.34649122807016,6.359649122807018,29.0,79.0
8198,17.0,6.0,131.0,57930.0,44600.0,56.0,446.0,129.8878923766816,6.053811659192825,27.0,80.0
8199,17.0,6.0,132.0,58880.0,44800.0,56.0,448.0,131.42857142857142,6.0267857142857135,27.0,81.0
8200,17.0,6.0,133.0,45950.0,38800.0,56.0,388.0,118.4278350515464,5.41237113402062,21.0,82.0
8201,17.0,6.0,134.0,45950.0,36900.0,56.0,369.0,124.52574525745257,5.691056910569105,21.0,83.0
8202,17.0,6.0,135.0,50880.0,35700.0,56.0,357.0,142.52100840336138,6.442577030812324,23.0,84.0
8203,17.0,6.0,136.0,45950.0,33600.0,56.0,336.0,136.75595238095238,6.25,21.0,85.0
8204,17.0,6.0,137.0,50880.0,34600.0,56.0,346.0,147.05202312138726,6.647398843930636,23.0,86.0
8205,17.0,6.0,138.0,45950.0,33100.0,56.0,331.0,138.82175226586102,6.3444108761329305,21.0,87.0
8206,17.0,6.0,139.0,43100.0,29400.0,56.0,294.0,146.59863945578232,6.802721088435375,20.0,88.0
8207,17.0,6.0,140.0,45950.0,30500.0,56.0,305.0,150.655737704918,6.885245901639345,21.0,89.0
8208,17.0,6.0,141.0,42570.0,28200.0,56.0,282.0,150.95744680851064,7.092198581560284,20.0,90.0
8209,17.0,6.0,142.0,42570.0,27700.0,56.0,277.0,153.6823104693141,7.220216606498194,20.0,91.0
8210,17.0,6.0,143.0,40540.0,27200.0,56.0,272.0,149.04411764705884,6.985294117647059,19.0,92.0
8211,17.0,6.0,144.0,37390.0,25100.0,56.0,251.0,148.96414342629484,7.171314741035857,18.0,93.0
