,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8785,18.0,7.0,124.0,60350.0,48000.0,36.0,480.0,125.72916666666669,2.2916666666666665,11.0,73.0
8786,18.0,7.0,125.0,77810.0,50500.0,36.0,505.0,154.0792079207921,2.376237623762376,12.0,74.0
8787,18.0,7.0,126.0,56220.0,46000.0,36.0,460.0,122.21739130434784,1.956521739130435,9.0,75.0
8881,18.0,8.0,121.0,81830.0,68400.0,36.0,684.0,119.6345029239766,2.046783625730994,14.0,70.0
8882,18.0,8.0,122.0,74930.0,61700.0,36.0,617.0,121.4424635332253,1.9448946515397083,12.0,71.0
8883,18.0,8.0,123.0,74070.0,61200.0,36.0,612.0,121.02941176470587,1.96078431372549,12.0,72.0
8884,18.0,8.0,124.0,61390.0,55600.0,36.0,556.0,110.4136690647482,1.9784172661870505,11.0,73.0
8885,18.0,8.0,125.0,63000.0,56600.0,36.0,566.0,111.30742049469966,1.9434628975265016,11.0,74.0
8886,18.0,8.0,126.0,70800.0,52600.0,36.0,526.0,134.60076045627378,1.9011406844106464,10.0,75.0
8887,18.0,8.0,127.0,72980.0,48100.0,36.0,481.0,151.72557172557174,2.2869022869022877,11.0,76.0
10465,22.0,4.0,121.0,34980.0,24100.0,63.0,241.0,145.14522821576764,7.8838174273858925,19.0,70.0
10769,22.0,7.0,128.0,48170.0,42900.0,63.0,429.0,112.28438228438229,6.0606060606060606,26.0,77.0
10770,22.0,7.0,129.0,44840.0,36300.0,63.0,363.0,123.5261707988981,6.6115702479338845,24.0,78.0
10871,22.0,8.0,131.0,47020.0,39800.0,63.0,398.0,118.14070351758792,6.281407035175879,25.0,80.0
10872,22.0,8.0,132.0,46450.0,37900.0,63.0,379.0,122.5593667546174,6.860158311345646,26.0,81.0
10873,22.0,8.0,133.0,40280.0,34300.0,63.0,343.0,117.4344023323615,6.41399416909621,22.0,82.0
